With article id: 1478bf7b-1c23-4235-9ed2-b8c287fc952c and link: http://www.reuters.com/finance/stocks/INWN.NS/key-developments/article/3268357
'638590509603274752'	Inox Wind Says: Will Be Responsible For Entire Project Lifecycle @CNBCTV18Live
'649346125967683584'	Report:  Asia-Pacific Online Gaming Market 2015 - Reportlinker Review - MarketWatch http://t.co/sSlAWrNLW3 #AsiaPacific
'648524937246801920'	How cool is this 3D animation of #Mars and the water flowing?! I MUST HAVE THIS
'646849502880636928'	Video: Happy #Empire premiere with Lee, Mariah &amp; Maxwell. (at New York, New York) http://t.co/5Ztg84U6tw
----------
With article id: 515400c5-967c-47ce-9028-f46ffa6d2370 and link: http://www.topnews.in/both-sides-allege-publicity-playing-role-wave-felony-marijuana-charges-2405307
'646885815792959488'	The Chief Justice notes that in a few months, there will be electronic courts in Tacloban.
'646963843810332672'	The US Department of State, everybody. https://t.co/JZOM1axybC
'643814257595916293'	The heart of legal practice - a wise post about the value of law libraries, by @markgould13:http://t.co/nrM1N1ODQC
'638897143583916032'	I have this feeling that in the heart of hearts of not a few bishops, priests, brothers and sisters, they also pray that #LoveWins in PH.
'641544088991440896'	"Will continue to develop multi-tiered capital markets underpinned by law and regulation." Premier Li #premierli http://t.co/NFnANkfQav
'643779288009830401'	Abdel Nour issues executive regulation of law preferring Egyptian products - http://t.co/2uQTdpx3BO http://t.co/37jfas5HI8
'639838502088241152'	Central Europe PMs Urge Better EU Border Protection; Urge EU States to Observe Law, Incl. Dublin Regulation; Mandatory Quotas Unacceptable
'647165099661258753'	RT @RepMichelle: @fineout I filed marijuana repeal last year too
'642253104084328448'	It's that time of year, the cricket season is coming to a close, which means we have a big SALE on in the Club... http://t.co/P8IZDMLomK
'647078173050568704'	Here's the draft paper with technical options the Obama administration considered for backdoors just two months ago: http://t.co/NNw4jFYtjF
'649328575619985408'	Three facing felony charges in Glenwood shooting http://t.co/HIMtFX3vGI
'640697883663007744'	Toth: Wheatland police should hear both sides on medical marijuana debate http://t.co/PmCnJxp9i9
'646074529421258752'	Charges reduced for six Washington minors hit with felony marijuana possession - http://t.co/YuAmGEmv5l #marijuana #thepotblog
'641979988447764480'	This has to be historical.  For the 4th time in a row, the #Rams have the youngest team.  So they have that going for them, which is nice.
'646048293252820992'	Teens Face Felony Pot Possession Charges Owing To Change In Wash. Law: Recreational marijuana use is legal in… http://t.co/3yBs3npcu2
'646684756894093312'	RT @asoueif: 3. Remember that they should not have been in prison in the first place and that they have been robbed of months/years of thei…
'640988759895371776'	University of Alaska state-wide president could get up to $75K performance bonus http://t.co/iUF1Lssq5r http://t.co/vRCwLPvdn3
'647331718622486528'	Informative first meeting in #Garforth this morning, talking business regulation at John Hornby Skewes. A great local business.
'641916999564525568'	RT @NatadeCocoloco: @josungkim Do they not know that the logo is marijuana? And pretty sure the effects of marijuana and soju are worlds ap…
'644158076233236480'	RT @Jamie_utv: Cerberus say they have a copy of the submission prepared by Tughans for the Law Society. Why were they entitled to that docu…
'646966378327486464'	@AbstractCode lol nah, it's not busted, it's just very sluggish and buggy the last few months
'644333275670908928'	Dobson says all of the charges against Lonna and Chris are felony charges. http://t.co/OjYkFPyauj
'645966765315387392'	New marijuana law side effect: Youth possession now a felony in Wash. state: A prosecutor in southeastern… http://t.co/WcUmUr3hi6
'646704056715608065'	RT @asoueif: 3. Remember that they should not have been in prison in the first place and that they have been robbed of months/years of thei…
'648523055816441857'	RT @VivaRevolt: @Elizrael they are not that close to it,but important hills and farms have been liberated that were a part of the 90th brig…
'648417973791780864'	RT @business: High costs and "challenging" regulation behind Shell's decision to halt Alaska oil drilling http://t.co/Nw0ltfFPzd http://t.c…
'641234601239691264'	Police in the City of Tonawanda have arrested and charged three teens on felony robbery and assault chargeshttp://t.co/pVmIhJfIVa
'646975211833851904'	Homelessness in England up 5% over last three months according to official figures released by the government http://t.co/zWcQ2hYGFj
'647175683605721088'	Cornell officials said they will follow the law, not recognize the graduate union, if the law changes the decision is the students' choice
'641628259810066432'	Basically playing it safe from both sides https://t.co/GUUdrjGoDZ
'638535366518005760'	#Peace = Rule of Law = Justice, and the equation goes beyond to include what stabilises relations among individuals so they work together.
'646010504427601920'	#Law and Regulation of Virtual Worlds Seminar, 'me talk...' - #evergreen http://t.co/w1HlJYB8xa #LastPost #Speaking #VirtualWorlds #Web30
'646978044968738816'	Who will be the Starbucks of marijuana?   http://t.co/TqvviYZWHH
'639681929822998528'	Justice Department says law enforcement agencies must obtain warrant to use cellphone trackers http://t.co/1RbUY06bPu
'646867737227100160'	RT @ZachHughesAK: As felony charges on #marijuana biz's rain down, both State and those charged say it's all about publicity @aprn http://…
'642783499276058625'	Higher Education 101: Jim Johnsen lays out his plans as the new University of Alaska president http://t.co/AISp53506Y http://t.co/7fg9WlEaz7
'646042360036618240'	Drug charges filed against owners of marijuana-related businesses http://t.co/1HUy2l1eMv http://t.co/EKCfah2K2j
'640988977579732992'	University of Alaska state-wide president could get up to $75K performance bonus http://t.co/iUF1Lssq5r http://t.co/nF4fEkF6nF
'646763449024925696'	RT @patcaldwell: Jeb Bush has no clue about business regulation http://t.co/au40sy2M8B via @motherjones
'646309535230128128'	Great report on Akhmetov playing both sides of #Ukraine conflict. Some truly crazy interplay in there... http://t.co/7dqoRISSGS
'647793527024451584'	Daniel Sturridge back in business https://t.co/YaQTYT3GM0 (via @footmercato)
'646083503176548352'	Owners of marijuana-related businesses, groups face felony drug charges http://t.co/ZM57fZVioZ
'642082536466747392'	@takhalus mixture of BS on both sides
'647151356210319360'	@larger_picture @rohitpatelsr I was in India for only a few months during the Emergency
'648556629500272640'	Brains in a Dish Guide #Autism Sleuths Seeking First Medicines http://t.co/KDHD0Fmifg  @SimeonBennett @business
'649229534013845504'	"We see a growing role for the consuls on both sides of the border." @ErikLee #BorderIndustries
'644749537337311232'	INEC falsified result for Dino Melaye — WITNESS #Frontpages @NigeriainfoFM
'643863491284193281'	" Possessing marijuana can be a felony under federal law; outrageously, trafficking guns is not." @MartinOMalley @CNNOpinion
'647335263115460608'	Government launches new hardware procurement panel: The Department of Finance has launched its whole of govern... http://t.co/pXWr6kq13A
'647027629758021632'	@AMG_OntheGo The concept of making beats is too much for this gal of the three-chord generation plus you don't have a tchotchke at the end.
'648662028375212032'	@nickh_bc and I have heard from the FM of the time himself that for months they were looking for an excuse to shut it down.
'648971421985599488'	it's like VCs later want to point to the fact that they said things were out of control, but are still investing and playing the game anyway
'644745200590438401'	University of Alaska mulls strategy for budget cuts, tuition increases http://t.co/CSKMFnxrGY
'643960223502209025'	Fairbanks engineering building atop University of Alaska president's spending proposal http://t.co/tYcXUVBqUg
'640094128236183552'	Home-based business in Kuwait in need of regulation -- official http://t.co/w3Zj20XaFm
'639195343540867072'	The fascinating politics of pot regulation - in CA, small growers also worried about big business monopolies https://t.co/LVGcwSucy3
'640337519574278144'	@lpolovets @sbyrnes hence regulation?
'646898289825185792'	The @Pirates are up by a touchdown and #Buctober is just three outs away! #GetReadyToPopTheBubly
----------
With article id: e900a0d0-d2bd-4119-9f90-b37e19d21abe and link: http://markets.financialcontent.com/ceoworldbiz/news/read?GUID=30687177
'643353428312256513'	RT @ellinghausen: 6.31pm - Social Services Minister Scott Morrison enters the Prime Minister's office http://t.co/SJUS8ruyZM
'640453887116333056'	RT @SYSPRO: Business process management is the roadmap to the destination of a successful ERP implementation.http://t.co/mV1sGlaDsF
'649199018065690624'	#SAPSpromotions among the criticisms of the police is a lack of leadership and proper management. Will this address concerns? BB
'644788137533706240'	RT @BusinessSweSEA: Business Support Office services launched in Thailand &amp; Vietnam! Easier for #Swedish companies to establish presence ht…
'640787089768865792'	@omeisy because quantity doesn't equal quality.
'639188740104134657'	Contract of World Travel Service, Inc. for travel management services approved.
'642260495429410817'	Eclerx Services to absorb Agilyst Consulting.
'647012050477027328'	RT @mumblr: Big news! #consulting  https://t.co/srzjzkJpiX
'642359172105900037'	We've awarded a new agreement to help save £4.8m on office management services with smarter purchasing: http://t.co/yvdRL97XHt #SmarterState
'642593727031062529'	#FTII student on indefinite hunger strike hospitalised http://t.co/e1qyQgClAR
'647063417623314432'	Admin Proceeding: G Asset Management, LLC and Michael A. Glickstein http://t.co/nRCdv0xfg8
'646395781906345984'	@mashiyanef again, bad management
'638819942163329032'	#fifa15 for anger management
'639055188112752640'	Clarke takes indefinite break from cricket http://t.co/fep3gvDKxF
'646865786351538176'	@myurow @MikeIsaac viral rights-management is a part of our business and healthy competition in the market is good for all.
'644131576469524481'	@MarkBourrie In vastly less liquid quantity...
'644513705506566145'	RT @LSTMnews: #LSTM vacancies: Management Accountant &amp; Assistant Management Accountant. http://t.co/FM9kZaQKge
'644926640359899136'	RT @mviser: Give it to the @WSJ headline writers: They know how to get folks to read about the Securities and Exchange Commission http://t.…
'647067954933276672'	RT @OregonOEM: Office of Emergency Management: Practice drills crucial http://t.co/pZBmEl279R via @koinnews #OregonEM #QuakeWeek #ORShakeOut
'647044008297037824'	Who's paying Atlanta Public School's $500,000 management consulting bill http://t.co/4yU8okvKsY
'647013360752418816'	RT @tweeep_: @omar_quraishi Crowd management and Muslims.. 
'647264552644681732'	@JSalisburyCSN @bobfordsports Mackanin = Waste Management?
'646250054328651776'	RT @apec2015ph: Sec. Gazmin's speech at the 9th Senior Disaster Management Officials Forum: http://t.co/vE9iK8iWmB #9SDMOF #APEC2015 http:/…
'646254849915531264'	Congratulations to Cass student Ree Chen: winner of the 2014/15 NMG Consulting Actuarial Risk Management Prizes. http://t.co/9POtY0tyEr
'640004010477379584'	@JamesHDay clock management!
'645323540431020032'	Their management though... #cringe #XFactor
'646643653558054912'	@domphillips And water management!
'641816291565830144'	Fraud charges filed against former Kentucky Lt. Governor - The Securities and Exchange Commission has filed civil ... http://t.co/7cahrnK56b
'643356159475191808'	RT @ellinghausen: 6.31pm - Social Services Minister Scott Morrison enters the Prime Minister's office http://t.co/SJUS8ruyZM
'639446951298101250'	Pres. @AshrafGhani met with @thesaarc 's Sec. Gen.&amp; agreed AFG will ratify 3 agreements in disaster management 1/2 http://t.co/3pDz8Od4hT
'644775454407131136'	@stewart Researching management techniques?
'643353263253778432'	RT @ellinghausen: 6.31pm - Social Services Minister Scott Morrison enters the Prime Minister's office http://t.co/SJUS8ruyZM
'639265154115350528'	@zippydazipster quality not quantity
'647013270503624704'	@MehrTarar and I am sure the issue of crowd management arises and the media criticises govt handling
'647006349776162818'	FDD Training Women of RCZ Garden Congregation in entrepreneurship and Financial Management https://t.co/J0yiH56fTN http://t.co/6jvmEVGjjL
'648364593442480128'	After all, it's quality over quantity.
'649199004295823364'	#SAPSpromotions among the criticisms of the police is a lack of leadership and proper management. Will this address concerns? BB
'644553476006125568'	Nigeria's debt management office says country's bonds still strong https://t.co/7waasyNCd9 http://t.co/Ot67xhcbnb
'638716337573904384'	MPHASIS - Updates on Sale of certain Domestic Business to Karvy Data Management Services Limited ("the Transaction") http://t.co/cPWh7XFrH7
'647043035042344960'	Who's paying Atlanta Public School's $500,000 management consulting bill http://t.co/bWjKFnAK8l
'641916513553936384'	@BMO Asset Management launches four new #ETFs | @ETFExpress http://t.co/9PH9MLm89V
'639105404593684480'	Former Australia captain Michael Clarke pulls out of his Big Bash contract, will take an indefinite break from cricket.
'643142038859460608'	@EveRavelojaona  management. Thank you
'638894259806990336'	#Manipur: Indefinite curfew continues in Churachandpur district.
'648658207099895808'	RT @TristinHopper: If you object to policies that subsidize "big business," it's a tad hypocritical to support supply management. #MunkDeba…
'647188261581008896'	VA announces Catholic Charities and Community Services of Denver was awarded $314K in support of chronically mentally ill homeless Veterans.
'645111940591828992'	RT @bigbrovar: @alouibrahim92 @FulanNasrullah @Pol_Sec_Analyst securing the release of captives is always tricky business anywhere in the w…
'645798371966390272'	Assistant Governor's Speech at the Business Continuity Management Conference - 'Integrated Risk Management... http://t.co/JyOm2UDRHD
'647064232706490368'	Office of Emergency Management: Practice drills crucial http://t.co/pZBmEl279R via @koinnews #OregonEM #QuakeWeek #ORShakeOut
'646580462941569024'	Enough regulation? Nope! SEC Proposes Liquidity Management Rules For Mutual Funds And ETFs  http://t.co/UrmDBN0dsH
'638965751102046212'	Clarke takes indefinite break from game:  http://t.co/SLVuzdoiZN
'647134659369938944'	NASA Awards Flight Operations and Maintenance Support Services Contract. Learn more: http://t.co/7rFMPOHGLS
'643967685492109312'	NASA Awards JSC Administrative Support Services II Contract http://t.co/p5aEIjCLZk
'645858776688537600'	Sec. Lacierda: This affirms the effectiveness of the Aquino administration’s prudent management and reform efforts. http://t.co/LPws7gSUOi
'639016059463270401'	Petrobras workers plan indefinite strike http://t.co/2N7hdnE5nc
----------
With article id: 5abbdaa4-a6dd-4403-a1e4-e021c1f33d96 and link: http://www.medscape.com/viewarticle/851584?src=rss
'638665084437458945'	New #euref question: Should the United Kingdom remain a member of the European Union or leave the European Union?’
'643366095093501952'	Special Report: Best Face Forward: A new drug approved by the Food and Drug Administration (FDA) hopes to help… http://t.co/yl11SqsxHk
'638711079602810880'	THE Centre for Sexual Health and HIV AIDS Research on Monday revealed that least 20% of sex… http://t.co/3YlCKfPzhu
'641055892952055808'	EU regulators approve GE-Alstom merger http://t.co/Q6cRMw06rT
'647031249358295042'	EU regulators urge all nations to investigate car 'defeat' devices http://t.co/42IEbxRQsc
'638612514058563584'	#JobSearch Smith’s Food and Drug Store Retail Hourly Associate - Smith's Food and Drug - White… Find this Job &amp; More http://t.co/RLoHSuUQup
'648669369917046784'	well that's a pretty normal average videogame controller that is not weird if I ever seen one http://t.co/R2anE8zavv
'638665237063987200'	Voters to put cross next to: ‘Remain a member of the European Union’ / ‘Leave the European Union’. #EUreferendum
'641023061517402112'	The Food and Drug Administration says it will ensure all artificial trans fats are removed from processed foods.
'647219591257698305'	Advertising today: A kinder, gentler place? -- Agency Viewpoint by @IDMedia's Lynn Fantom http://t.co/EQ6n8pmywc http://t.co/OeL5ZezB0B
'639790207395590144'	Palestinians have been the human test subjects for the technologies of oppression that Israel is marketing to European fellow racists.
'641568632749686784'	“There is a lack of Europe in the European Union. And there is a lack of union in this EU” - Juncker @tarapalmeri http://t.co/nmeZ71VOyz
'647290196388515840'	The banal evil of drug pricing http://t.co/CdHmrmIxQ1 a new  column by NATHAN GEFFEN @nathangeffen
'646293469938343936'	Morning Report: A Softer, Gentler School Bond http://t.co/4IhX4dMEy9
'647413212216971264'	"The universe is the fruit of a loving decision by the Creator." #PopeFrancis #PopeInNYC #PopeInUS #ClimateChange
'644801139477577728'	RT @LoveYourselfPh: @MovePH For starters, HIV is different from AIDS. HIV is the virus. AIDS is a condition brought by HIV. #StayNegatHIVe
'641510571997818880'	There's a lack of Europe in the European Union and a lack of union in the European Union, @JunckerEU tells European Parliament. UKIP heckles
'648676682526760960'	Think the Pirates have left as many on base as the Packers have points tonight.
'647245151530827776'	RT @Noahpinion: Alex Tabarrok says that Shkreli's shenanigans are enabled by a broken drug approval process: http://t.co/H7Yuok0nih
'641514594566078464'	Juncker: "There's a lack of union and a lack of Europe in the European Union". #refugees #EU
'639778789921267712'	[ADP] European Union #ADP2 #UNFCCC
'649151713375600640'	Anti-retroviral drugs a must in HIV cases, says WHO http://t.co/M53V9zFFpu
'649166002140381184'	All people with #HIV should get anti-retroviral drugs: @WHO, by @kkelland http://t.co/PnmGE8rbnf via @Reuters_Health #AIDS #TasP
'648668855942926337'	am loving @BernieSanders
'647335490123730945'	The banal evil of drug pricing http://t.co/CdHmrmIxQ1 a new column by  NATHAN GEFFEN @nathangeffen
'647413206932066306'	#PopeInUN: We Christians...believe that the universe is the fruit of a loving decision by the Creator
'644764779534422016'	America's food and drug administration is set to review the safety of anti-bacterial soaps. #7News http://t.co/f5Xx1HsTL3
'644059911886884864'	Follow @HistEduNews for daily updates on history and history education in the news! (From the European Association of History Educators)
'641480639296901120'	The European Union Assembles - Serious Decision to be Made: The European Union will assem... http://t.co/y2JQ9Nslwj #srilanka #GenElecSL
'646254560294662144'	Meet the man who raised the price of a HIV drug by 5500%https://t.co/LJjC8Zw6fe http://t.co/HUpmUlP9A0
'647440918224707584'	'Sicario' is a relentless, brutal look at the realities of the drug war http://t.co/ielPEwdEmR http://t.co/QpBlNuOPxz
'649240229895872512'	#EU regulators mull whistleblower programme to uncover cartels http://t.co/g3y24w7HWG /via @EUReuters
'639049261196316673'	Food and Drug Administration warns distributors of pure powdered caffeine http://t.co/t8DXAqPYol http://t.co/hVnnGfK3vW
'639076261437026304'	Does The News have a gameplan for Page 1 on a day the COAS's photo is not available?
'644801763548114945'	RT @LoveYourselfPh: @MovePH For starters, HIV is different from AIDS. HIV is the virus. AIDS is a condition brought by HIV. #StayNegatHIVe
'648669438149922816'	@PhuzzieSlippers (I think that's what happened, based on little I read)
'648669440616235008'	Globally, more than 2 million plastic bags are used every minute. http://t.co/E8i2HoE7iv #OneSmallThing @boxedwater http://t.co/iRIDKNTzXi
'646371454263668736'	Meet the man who raised the price of a HIV drug by 5500%https://t.co/LJjC8Zw6fe http://t.co/VeKi0wyrtf
'643951711254515712'	FDA approves 'five minute facelift' product: The Food and Drug Administration has approved a product that instantly… http://t.co/su4tQS7SKp
'639322644534435840'	Govt approves different version of code for media than okayed by Senate body; http://t.co/wH1Do1I5XW
'648675260263325696'	@lifeinanutshel Right? I got totally lucky and just snapped it at exactly the right moment.
'638666293793673217'	@jillongovt ‘Should the United Kingdom remain a member of the European Union or leave the European Union?’ acc to @ElectoralCommUK
'638628439826673664'	Regulations may make kids' fast food meals healthier: By Andrew M. Seaman (Reuters Health) - Re... http://t.co/bP1LZcYcVn via Yahoo-News
'647496063738359808'	RT @Its_GabbyF: That pharmaceutical CEO from earlier this week who got heat for raising the cost of a drug? He's not an anomaly. http://t.c…
'648668849609527296'	RT @WeAreCardiff: Swap it! Get in on the design competition from @GreenCityEvents  http://t.co/lvpWl9Qe5O
'641510910671093760'	European Commission Pres. Juncker: "There is a lack of Europe in the European Union, and lack of union in the EU."
'647134699295412224'	European Council: “The greatest tide of refugees and migrants is yet to come”  #EU scrambling for a solution.
'644913882679615490'	Exclusive: EU regulators set to open lengthy probe into Hutchison's UK deal - sources http://t.co/GnVm4MF8Nl
'649242483184930816'	Early, comprehensive use of HIV antiretrovirals recommended by WHO: A pharmacist dispenses antiretroviral drug... http://t.co/1tDfEjPpKt
'641758163620917249'	World › Battle shaping up in European Union over migrant quotas: The European Union implored its member countr... http://t.co/u6a5iFrJUl
'641510722262933504'	.@JunckerEU in #SOTEU: "There’s a lack of Europe in the European Union and a lack of union in the European Union."
'647365963206168577'	CNBC-TV18 ALERT: Fondaparinux Is A Generic Version Of Anticoagulant Drug Arixtra @CNBCTV18Live
'648669444768567300'	@ealboim makes perfect sense. He's the best. And this debate used same format as previous consortium debates. 1x1 + open debate. Worked.
'643824537155600385'	FDA halts sales of 4 R.J. Reynolds cigarette brands - The Food and Drug Administration is ordering a ban on sales ... http://t.co/mKmpMeoo0w
'647274519741263873'	RT @Noahpinion: Alex Tabarrok says that Shkreli's shenanigans are enabled by a broken drug approval process: http://t.co/H7Yuok0nih
'641529313901314048'	SUMMARY: .@JunckerEU  "there is lack of Europe in this European Union and lack of union in this European Union" #SOTEU
'646757649833398273'	Monica Prasad's book (Land of Too Much) makes a similar point in the intro, comparing the FDA's far stricter standards to EU drug regulators
'647235462826823680'	@nateboateng Of cours. The interesting part is willingness and crazy attention to detail to make a US version without.
'641510648795500544'	"There's a lack of Europe in the European Union, and a lack of Union, in our European Union." - @JunckerEU in #SOTEU happening now.
'645228376437854208'	ETTelecom | EU regulators set to open lengthy probe into Hutchison's UK deal: Sources http://t.co/tsxgkDVXM5
'644140209420922880'	UAW AND FCA US LLC REACH TENTATIVE AGREEMENT http://t.co/BhfaPa756C via @UAW
'648675235504463873'	Want to volunteer at #LAUNCHScale and/or #LAUNCHMobile?  Apply here: http://t.co/zXeEtxziNb
'641981736264536064'	RT @joewalkerWSJ: Gilead Sciences to raise $10B in one of year's largest corporate bond sales http://t.co/D5Vv02doLo via @Mike_Cherney http…
'648669410907963392'	Ex-Princeton student sentenced to 5 years for mailroom drug bust http://t.co/5e7CCpBUOB
'639333666020167680'	PIA-13: The Food &amp; Drug Administration (FDA) in its Advisory No. 2015-062 warned the public against unregistered... http://t.co/P0lAMQNNHm
----------
With article id: 07db84bd-ac51-4821-a47a-c656dd1a2f96 and link: http://investor.biospace.com/biospace/news/read?GUID=30697532
'638971011468161024'	Oil Minister Says: 69 Oil &amp; Gas Fields Discovered Have Been Lying Idle: Oil India 459.65 +1.60% @CNBCTV18Live
'648628319727026176'	.@TheStalwart explains why Spain pays so much to borrow http://t.co/SrwKo2h6fI http://t.co/o8aZjv320H
'641253423501864964'	#BackToBusiness: Iran ready to boost #oil supplies to Spain http://t.co/4kmYli9oMa http://t.co/VoJCRD9Psn
'647064222623498240'	Grangemouth represents INEOS’ largest manufacturing site by volume of products and is home to Petroineos, Scotland’s only crude oil refinery
'649000743282851840'	Oil industry economists skeptical of link between oil exports and domestic gas prices in Bush’s energy plan. http://t.co/nz8W6V42bU
'647319300689145857'	Industrial solvent worries persist for dozens of #Adelaide houses: EPA http://t.co/J87SGHKMdG
'647524204485611520'	CSIRO marine research ship hired to oil and gas companies BP and Chevron http://t.co/oKuzUQc3Tt
'642052180011302912'	Spain police search wells for US woman missing on pilgrim trail http://t.co/mDtUbW58pM http://t.co/1UmaXttJAu
'646440373355606016'	RT @MichaelGrabell: Common solvent keeps killing workers, &amp; consumers http://t.co/7guwkl3HZb
'643684355882242048'	RT @TradingFloorcom: Morning Markets: Limp oil drifts despite Opec crowing http://t.co/lBaswvCh53 #crude $OIL
'638968529056718848'	Oil Minister Says: 69 Oil &amp; Gas Fields Discovered Have Been Lying Idle: Oil India 458.40 +1.33% @CNBCTV18Live
'647382274477047809'	Why crude oil prices are set for further collapse – DMO | Post-Nigeria http://t.co/1SGbykR8Jk
'647407431157456896'	Why crude oil prices are set for further collapse – DMO | Post-Nigeria http://t.co/1SGbykR8Jk
'646325500932042752'	Common solvent keeps killing workers, consumers  http://t.co/HNesssFUjM via @PublicI
'644340639962931200'	"A way to get the Social Security system solvent again." The system isn't insolvent.
'639003112489906176'	Fingleton says INBS ‘solvent’ at time of bank guarantee http://t.co/0nMIfQFXgG http://t.co/9Oa4aZKM5t
'646106520300744706'	On @NPR: Reporter @jsmithhopkins of @Publici  details dangers of paint stripper solvent http://t.co/kDFXltfHxt
'641564877925023744'	Mangalore Refinery to get Colombian oil by November, plans refinery upgrade http://t.co/fY8fD9gmUs
'647347306690383872'	Why crude oil prices are set for further collapse – DMO | Post-Nigeria http://t.co/1SGbykR8Jk
'638905765630115840'	Market Cues: Crude Tanks On US Oil Inventory &amp; Manufacturing Data: BRENT CRUDE 48.71 -1.72% #CNBCTV18Market
'644625112872943620'	@dasjo @zsofimajor and Spain ^_^
'638970629178437632'	Oil Minister Says: 69 Oil &amp; Gas Fields Discovered Have Been Lying Idle: Oil India 458.00 +1.24% @CNBCTV18Live
'643783224074747904'	Research and Markets: Switzerland Oil and Gas Market Insight and Outlook to 2025. http://t.co/k7RglfoDV6
'644566546153472005'	Report:  Research and Markets: The Future of Asia Pacific LNG Markets to 2020 - Supply ... - Business… http://t.co/mU5zPYaRgL #AsiaPacific
'649330232139223044'	Kuwait to store crude oil in Egypt http://t.co/B8bDLO7kig
'639128419557638146'	HFTs adding crude oil liquidity
'646968560892411904'	RT @TradingFloorcom: Refinery slowdown weighing on crude http://t.co/VF7bE9ZXIH #crude $OIL
'639873223266451456'	Research and Markets: Global and Chinese Palm Oil Industry Report 2015: Market Research Report on Global and C... http://t.co/OsrLEs9kBb
'647242494699274240'	RT @garretellison: Bill would ban Great Lakes crude oil shipping, boost federal pipeline scrutiny http://t.co/Toohxd1Jff
'639075847194963968'	Would exporting more crude oil affect prices? http://t.co/Jemzodb6hQ
'641241348062863360'	19 year old woman arrested in Spain for helping IS http://t.co/Wt0YeKNlIe @vanguardngr.com
'643796712306294784'	Research and Markets: Myanmar Oil and Gas Market Insight and Outlook - H2 2015 ... - Yahoo7 News http://t.co/z3Tp5a7j9U #Myanmar
'646693128871747584'	DOE crude oil draw -1.925MM, Exp. -1.25MM, Last -2.1MM
'645859593541824512'	.@FLM_UK filming at Petroineos Grangemouth refinery for BSLBT's ‘The Secret Lab’ crude oil and fossil fuels http://t.co/ql7m0hHRVR
'641251770732310530'	[turenchi] Spain arrests 19-year-old woman for helping IS http://t.co/1ZEs5TaDel
'638962806042267648'	JUST IN: Cabinet okays auction of 69 small and marginal oil fields of ONGC, OIL; 116 discovered oil fields remained unutilized: Oil Minister
'645991010766618624'	RT @EY_OilGas: Rapid growth trends on the rise in Russia's #oil refining industry. See #EY's report: http://t.co/oRQjT9YHwv
'649132374601650176'	Over 100 anti-#moneylaundering investigators discuss current operational challenges in #Spain https://t.co/8YT2895FTL http://t.co/AszuH5C5FT
'644044548390449153'	1-International Space Station Research | 2-Crude Oil Exports | 3-FBI and Cybersecurity http://t.co/0IKPu5i1Hl
'638902057580138496'	Market Cues: Crude Tanks On US Oil Inventory &amp; Manufacturing Data: BRENT CRUDE 48.69 -1.76% #CNBCTV18Market
'639003108165722112'	Fingleton says INBS ‘solvent’ at time of bank guarantee http://t.co/1GM8NeKucM http://t.co/ykPjGbS96l
'638685266316804096'	Migrant found 'squeezed' behind car engine crossing into Spain: http://t.co/nKZE4pEVdU http://t.co/ikvzNcv7z9
'638850200988061696'	Warri Refinery stockpiles crude http://t.co/mR6M1c74JN http://t.co/kzyVYnTecX
'640851613331030016'	RT @airnewsalerts: Global crude #oil prices fall.
'646101550805315584'	Common solvent keeps killing workers, consumers  http://t.co/QyC5Hflf62 via @PublicI
'641989748953849856'	DOE crude oil build: +2.57MM, Exp. +0.9MM
'638876968348479488'	Podcast: Crude Oil Outlook &amp; China - Listen to the latest Jim Rogers podcast, "Chinese Stocks, Crude Oil"... LISTE... http://t.co/FQgz5FBeXf
'644500975206694913'	RT @alextomo: ...they are solvent, trained, engineers, teachers etc and many are leaving jobs in Syria...
'638967852603674624'	Oil Minister Says: Auction Process Of 69 Oil Fields Will Start Within 3 Months: Oil India 453.00 +0.13% @CNBCTV18Live
'644434873080528896'	RT @wenkennedy: One part of #oil industry doing well in slump is refining and plants are running flat out | http://t.co/dzuW5EpiB2 http://t…
'647368883742109696'	Why crude oil prices are set for further collapse – DMO | Post-Nigeria http://t.co/1SGbykR8Jk
'645201176179310593'	Groundnut oil strengthens on rising demand: Groundnut oil strengthens on rising demand ... Crude Palm Oil (Ex-... http://t.co/ikGI0Hs8oH
'640820132705619968'	OGA: “Irrespective of the oil price, the UK offshore oil and gas industry needs to change....
'647411654905479168'	RT @TradingFloorcom: Loonie and oil taking a timeout http://t.co/3yDVzydXw3 #crude $OIL
'644853683767914496'	Russia still sees no sense in cutting oil production jointly with #OPEC http://t.co/5CAFZGFvWo #oil
'641181840309547008'	RT @Y7News: Video has captured the incredible power of the storms that have been battering Spain. http://t.co/S878WQzphh http://t.co/cAcG54…
'647549788427161600'	Hibernia pleads not guilty to 2013 crude oil spill on Grand Banks http://t.co/Az48yXK0U2
'638963411372503040'	Oil Minister @dpradhanbjp: 116 discovered oil fields remain unutilized.
'638924433009192961'	Oil market outlook : Japex president optimistic on crude prices http://t.co/Q9n5jPG5kN
'646327187604303872'	RT @margotroosevelt: Common solvent keeps killing workers, consumers  http://t.co/HNesssFUjM via @PublicI
'641211348920233984'	Shooting undercover in one of Spain's cheapest hotels. #TV #documentary https://t.co/iX87427XmZ
'647338246675017728'	Why crude oil prices are set for further collapse – DMO | Post-Nigeria http://t.co/1SGbykR8Jk
'640947685516668928'	The rain in Spain falls mainly on the plain. Where is Spain, SD? http://t.co/gxRTkwMEuR
